Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Age Range,Referred a Friend,Number of Referrals,Tenure in Months,Quarter,Month,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Churn Score Category,CLTV Category,Customers
1383-EZRWL,Female,62,0,0,0,2,0,0,7,Q3,8,1,48.22,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,20.05,164.85,0,0,337.54,502.39,2,Churned,Yes,1,89,5595,Other,Moved,Group 4,Group 4,1383
4759-TRPLW,Male,40,0,0,0,2,0,0,1,Q3,9,1,29.63,0,1,2,15,0,0,0,0,0,0,0,1,1,0,1,70.4,70.4,0,0,29.63,100.03,1,Churned,Yes,1,70,4238,Competitor,Competitor had better devices,Group 3,Group 2,4759
8563-IIOXK,Male,24,1,0,0,1,1,4,7,Q3,9,1,36.14,0,1,1,85,1,0,0,0,0,0,1,1,2,1,1,49.75,331.3,0,0,252.98,584.28,1,Churned,Yes,1,75,5651,Competitor,Competitor offered higher download speeds,Group 3,Group 4,8563
2982-VPSGI,Female,64,1,0,0,2,1,1,11,Q3,8,1,25.67,1,1,2,18,0,0,0,0,1,1,1,1,1,1,1,94,1078.9,0,0,282.37,1361.27,1,Churned,Yes,1,67,2120,Competitor,Competitor made better offer,Group 3,Group 1,2982
8199-ZLLSA,Male,53,0,0,0,2,0,0,67,Q3,8,1,22.66,1,1,2,27,1,1,1,1,1,1,1,1,2,1,1,118.35,7804.15,0,0,1518.22,9322.37,1,Churned,Yes,1,91,6255,Competitor,Competitor had better devices,Group 4,Group 4,8199
4625-EWPTF,Male,55,0,0,0,2,0,0,8,Q3,8,0,0,0,1,3,4,1,0,0,0,0,0,0,0,1,1,1,30.45,226.45,0,0,0,226.45,1,Churned,Yes,1,94,4549,Competitor,Competitor had better devices,Group 4,Group 3,4625
5980-NOPLP,Female,19,1,0,0,1,1,4,44,Q3,7,1,11.24,1,1,2,59,0,0,0,0,1,1,1,1,1,1,1,96.1,4364.1,0,0,494.56,4858.66,2,Churned,Yes,1,87,5606,Competitor,Competitor offered higher download speeds,Group 4,Group 4,5980
9874-QLCLH,Female,38,1,0,0,2,1,1,17,Q3,7,1,4.91,1,1,2,15,1,0,1,0,1,1,1,1,1,1,1,104.2,1743.5,0,0,83.47,1826.97,1,Churned,Yes,1,79,2365,Competitor,Competitor offered more data,Group 4,Group 1,9874
6000-APYLU,Male,39,0,0,0,2,0,0,9,Q3,7,1,20.34,0,1,2,7,0,0,0,0,0,1,1,1,1,1,1,80.8,713.1,0,0,183.06,896.16,3,Churned,Yes,1,90,3890,Competitor,Competitor offered more data,Group 4,Group 2,6000
0947-IDHRQ,Female,21,0,0,0,1,0,0,7,Q3,9,1,39.21,0,1,2,42,0,0,0,0,1,0,1,0,1,1,3,80.3,526.7,0,10,274.47,811.17,2,Churned,Yes,1,75,3949,Competitor,Competitor made better offer,Group 3,Group 2,947
9048-JVYVF,Male,48,0,0,0,2,0,0,3,Q3,8,1,35.64,0,1,3,6,0,0,0,1,1,1,1,1,1,1,1,69.35,191.35,0,0,106.92,298.27,2,Churned,Yes,1,91,3520,Other,Don't know,Group 4,Group 2,9048
1902-XBTFB,Male,39,0,0,0,2,0,0,22,Q3,9,1,39.58,0,1,2,12,0,1,1,0,1,0,0,1,1,1,1,89.4,2001.5,0,0,870.76,2872.26,2,Churned,Yes,1,91,5438,Dissatisfaction,Lack of self-service on Website,Group 4,Group 4,1902
2794-XIMMO,Male,61,1,0,0,2,1,1,53,Q3,7,0,0,0,1,1,13,0,1,1,1,1,1,1,1,2,1,1,60.45,3184.25,0,0,0,3184.25,2,Churned,Yes,1,91,5650,Price,Lack of affordable download/upload speed,Group 4,Group 4,2794
8382-SHQEH,Female,58,1,0,0,2,1,1,8,Q3,9,1,29,1,1,2,30,0,0,0,0,0,1,1,1,1,1,1,84.9,764.95,0,0,232,996.95,1,Churned,Yes,1,85,2656,Price,Long distance charges,Group 4,Group 1,8382
2983-ZANRP,Female,27,1,0,0,1,1,1,2,Q3,9,1,8.5,0,1,2,59,0,1,0,0,0,0,1,1,1,1,1,73.55,145.4,0,0,17,162.4,1,Churned,Yes,1,90,5799,Competitor,Competitor had better devices,Group 4,Group 4,2983
7845-URHJN,Female,24,1,0,0,1,1,1,8,Q3,9,1,11.35,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,20.15,156.25,0,0,90.8,247.05,3,Churned,Yes,1,91,4785,Price,Price too high,Group 4,Group 3,7845
3034-ZBEQN,Female,31,1,0,0,2,1,1,48,Q3,7,0,0,0,1,1,22,0,1,1,0,0,0,0,1,2,0,3,34.7,1604.5,0,0,0,1604.5,2,Churned,Yes,1,90,5995,Dissatisfaction,Product dissatisfaction,Group 4,Group 4,3034
0302-JOIVN,Female,47,1,0,0,2,1,1,8,Q3,9,1,16.88,0,1,2,6,0,1,1,0,1,1,1,1,1,0,1,101.15,842.9,0,0,135.04,977.94,2,Churned,Yes,1,76,2750,Competitor,Competitor made better offer,Group 4,Group 1,302
5366-IJEQJ,Male,20,0,0,0,1,0,0,20,Q3,8,1,5.54,1,1,2,59,0,0,1,0,1,0,0,1,1,1,1,88.7,1761.45,0,0,110.8,1872.25,1,Churned,Yes,1,86,4115,Other,Don't know,Group 4,Group 2,5366
1981-INRFU,Female,44,0,0,0,2,0,0,2,Q3,7,1,8.32,0,1,2,16,0,0,0,0,1,0,0,1,1,1,1,79.75,164.5,0,0,16.64,181.14,3,Churned,Yes,1,91,5172,Competitor,Competitor made better offer,Group 4,Group 3,1981
4971-PUYQO,Female,48,0,0,0,2,0,0,27,Q3,7,1,11.09,1,1,2,6,0,0,0,0,1,1,1,1,1,1,3,94.55,2724.6,0,0,299.43,3024.03,2,Churned,Yes,1,89,4464,Competitor,Competitor made better offer,Group 4,Group 2,4971
1527-SXDPN,Male,63,1,0,0,2,1,1,52,Q3,9,1,46.59,1,1,2,26,0,0,1,1,0,1,1,0,3,1,1,96.25,4990.25,0,120,2422.68,7532.93,3,Churned,Yes,1,90,4751,Competitor,Competitor made better offer,Group 4,Group 3,1527
8634-CILSZ,Male,52,0,0,0,2,0,0,69,Q3,9,1,20.44,1,1,2,3,0,1,0,1,1,1,1,1,2,1,1,104.7,7220.35,0,0,1410.36,8630.71,3,Churned,Yes,1,71,6350,Competitor,Competitor made better offer,Group 3,Group 4,8634
6682-QJDGB,Male,20,0,1,1,1,0,0,40,Q3,7,1,8.08,0,1,1,76,1,1,0,0,0,0,0,1,1,1,3,55.25,2139.2,0,0,323.2,2462.4,1,Churned,Yes,1,65,2810,Competitor,Competitor made better offer,Group 3,Group 1,6682
8780-IXSTS,Female,53,0,0,0,2,0,0,6,Q3,9,1,1.15,1,1,2,3,0,1,0,0,1,0,0,1,1,1,1,90.1,521.3,0,0,6.9,528.2,1,Churned,Yes,1,71,5656,Competitor,Competitor made better offer,Group 3,Group 4,8780
9530-EHPOH,Male,60,0,0,0,2,0,0,11,Q3,7,1,15.03,1,1,1,13,0,0,1,0,0,0,0,1,1,0,1,53.75,608,0,0,165.33,773.33,1,Churned,Yes,1,91,3407,Competitor,Competitor made better offer,Group 4,Group 1,9530
0345-HKJVM,Female,43,0,0,0,2,0,0,6,Q3,7,1,2.6,0,1,2,22,0,0,0,0,1,1,1,1,1,0,1,89.3,577.6,0,0,15.6,593.2,1,Churned,Yes,1,91,5800,Other,Don't know,Group 4,Group 4,345
3049-SOLAY,Female,21,1,0,0,1,1,5,3,Q3,7,1,23.26,1,1,2,42,0,0,0,0,1,1,1,0,1,1,1,95.2,292.85,0,20,69.78,382.63,1,Churned,Yes,1,86,4176,Competitor,Competitor made better offer,Group 4,Group 2,3049
3235-ETOOB,Male,51,1,0,0,2,1,1,8,Q3,9,1,47.91,0,1,2,23,1,0,0,0,0,0,0,1,1,1,1,74.5,609.9,0,0,383.28,993.18,2,Churned,Yes,1,88,3683,Competitor,Competitor made better offer,Group 4,Group 2,3235
8058-INTPH,Female,57,0,0,0,2,0,0,1,Q3,9,1,22.48,0,1,2,5,0,0,0,0,1,0,0,1,1,1,1,79.65,79.65,0,0,22.48,102.13,3,Churned,Yes,1,71,2119,Competitor,Competitor made better offer,Group 3,Group 1,8058
8821-XNHVZ,Female,53,1,0,0,2,1,1,1,Q3,9,1,39.79,0,1,2,7,0,0,0,0,1,0,0,1,1,1,3,80.05,80.05,0,0,39.79,119.84,3,Churned,Yes,1,82,2943,Competitor,Competitor made better offer,Group 4,Group 1,8821
2082-OJVTK,Male,25,1,0,0,1,1,1,29,Q3,9,1,4,1,1,2,48,0,0,1,0,0,1,1,1,1,1,1,89.2,2698.35,0,0,116,2814.35,1,Churned,Yes,1,91,5292,Competitor,Competitor made better offer,Group 4,Group 3,2082
5940-NFXKV,Male,59,1,0,0,2,1,1,19,Q3,9,1,14.09,1,1,2,25,0,0,0,0,0,1,1,0,1,1,1,83.65,1465.75,0,130,267.71,1863.46,2,Churned,Yes,1,88,3427,Competitor,Competitor made better offer,Group 4,Group 1,5940
8053-WWDRO,Female,62,1,0,0,2,1,1,6,Q3,8,1,31.7,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,19.5,146.3,0,0,190.2,336.5,3,Churned,Yes,1,67,5579,Competitor,Competitor made better offer,Group 3,Group 4,8053
9564-KCLHR,Male,58,0,0,0,2,0,0,1,Q3,8,1,6.44,0,1,1,4,0,0,0,1,0,0,0,1,1,0,3,51.25,51.25,0,0,6.44,57.69,1,Churned,Yes,1,94,2180,Competitor,Competitor made better offer,Group 4,Group 1,9564
2082-CEFLT,Male,31,0,0,0,2,0,0,1,Q3,8,1,11.73,0,1,1,24,0,0,0,0,0,0,0,1,1,1,1,45.6,45.6,0,0,11.73,57.33,1,Churned,Yes,1,88,3037,Competitor,Competitor made better offer,Group 4,Group 1,2082
1213-NGCUN,Female,49,0,0,0,2,0,0,6,Q3,8,1,48.89,0,1,1,22,0,0,0,1,0,0,0,1,1,1,1,49.65,267.35,0,0,293.34,560.69,2,Churned,Yes,1,88,4248,Dissatisfaction,Lack of self-service on Website,Group 4,Group 2,1213
5688-KZTSN,Male,59,1,1,3,2,1,1,15,Q3,9,1,31.14,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,20,288.05,0,0,467.1,755.15,1,Churned,Yes,1,73,4672,Competitor,Competitor made better offer,Group 3,Group 3,5688
2894-QOJRX,Female,19,1,0,0,1,1,1,25,Q3,8,0,0,0,1,3,82,0,0,0,0,1,0,0,1,1,1,1,34,853,0,0,0,853,1,Churned,Yes,1,93,5024,Competitor,Competitor had better devices,Group 4,Group 3,2894
3143-JQEGI,Female,52,1,0,0,2,1,1,13,Q3,7,1,17.83,0,1,2,10,0,0,0,0,1,1,1,1,1,0,1,88.35,1222.8,0,0,231.79,1454.59,2,Churned,Yes,1,81,3740,Competitor,Competitor made better offer,Group 4,Group 2,3143
6386-SZZKH,Female,38,1,0,0,2,1,1,49,Q3,8,1,6.45,1,1,2,10,0,1,1,1,1,1,1,1,3,1,1,107.95,5293.2,0,0,316.05,5609.25,2,Churned,Yes,1,92,5785,Competitor,Competitor made better offer,Group 4,Group 4,6386
3521-SYVOR,Female,26,0,0,0,1,0,0,37,Q3,9,1,3.27,0,1,3,71,0,0,0,0,1,1,1,1,1,1,1,64.75,2345.2,0,0,120.99,2466.19,1,Churned,Yes,1,80,5554,Attitude,Attitude of support person,Group 4,Group 4,3521
9526-JAWYF,Male,49,0,0,0,2,0,0,26,Q3,9,1,6.24,0,1,2,25,0,1,1,0,1,0,0,1,1,0,1,89.8,2335.3,0,0,162.24,2497.54,1,Churned,Yes,1,71,3452,Competitor,Competitor made better offer,Group 3,Group 1,9526
5649-VUKMC,Female,61,0,0,0,2,0,0,12,Q3,7,1,34.81,0,1,2,16,0,0,1,0,1,1,1,1,2,0,3,95.5,1115.15,0,0,417.72,1532.87,2,Churned,Yes,1,88,3538,Competitor,Competitor made better offer,Group 4,Group 2,5649
4919-IKATY,Male,64,1,0,0,2,1,3,5,Q3,7,1,36.88,1,1,2,8,1,0,1,0,0,0,0,1,1,1,1,84.5,453.75,0,0,184.4,638.15,1,Churned,Yes,1,91,5141,Competitor,Competitor made better offer,Group 4,Group 3,4919
9050-QLROH,Male,26,0,0,0,1,0,0,18,Q3,7,1,28.59,1,1,2,26,0,0,1,0,0,1,1,1,1,1,2,90.7,1597.25,0,0,514.62,2111.87,1,Churned,Yes,1,89,2931,Competitor,Competitor made better offer,Group 4,Group 1,9050
0877-SDMBN,Female,20,0,0,0,1,0,0,54,Q3,7,1,43.47,1,1,2,82,1,0,1,0,1,1,1,1,2,1,1,103.95,5639.05,0,0,2347.38,7986.43,3,Churned,Yes,1,91,6117,Competitor,Competitor made better offer,Group 4,Group 4,877
8065-YKXKD,Female,39,0,0,0,2,0,0,10,Q3,8,1,5.63,1,1,2,26,0,0,0,0,0,0,0,1,1,1,1,74.75,799.65,0,0,56.3,855.95,1,Churned,Yes,1,69,5578,Other,Don't know,Group 3,Group 4,8065
9637-EIHEQ,Female,20,0,0,0,1,0,0,1,Q3,7,1,22.82,0,1,3,27,0,0,0,1,0,0,0,1,1,1,1,50.8,50.8,0,0,22.82,73.62,2,Churned,Yes,1,68,4535,Competitor,Competitor made better offer,Group 3,Group 3,9637
9689-PTNPG,Male,42,0,0,0,2,0,0,2,Q3,8,1,39.03,0,1,2,30,0,0,0,0,1,0,0,0,1,1,1,80.25,144.55,0,10,78.06,232.61,1,Churned,Yes,1,80,5055,Competitor,Competitor made better offer,Group 4,Group 3,9689
9465-RWMXL,Male,62,1,0,0,2,1,1,32,Q3,7,1,22.57,1,1,2,11,0,0,1,0,0,0,0,1,1,1,1,78.9,2447.95,0,0,722.24,3170.19,3,Churned,Yes,1,90,5949,Competitor,Competitor made better offer,Group 4,Group 4,9465
2362-IBOOY,Male,22,0,0,0,1,0,0,36,Q3,8,1,43.97,1,1,2,42,0,0,0,0,0,1,1,1,1,1,1,84.75,3050.15,0,0,1582.92,4633.07,3,Churned,Yes,1,76,5272,Competitor,Competitor made better offer,Group 4,Group 3,2362
0843-WTBXE,Male,38,0,0,0,2,0,0,53,Q3,8,1,16.43,1,1,2,29,0,0,0,0,1,0,0,1,1,0,1,85.45,4517.25,0,0,870.79,5388.04,1,Churned,Yes,1,90,4753,Other,Don't know,Group 4,Group 3,843
5515-IDEJJ,Male,46,1,1,1,2,1,4,1,Q3,8,1,45.77,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,19.9,19.9,0,0,45.77,65.67,1,Churned,Yes,1,67,5441,Competitor,Competitor made better offer,Group 3,Group 4,5515
5376-DEQCP,Female,48,0,0,0,2,0,0,1,Q3,8,1,27.12,0,1,2,23,0,0,0,0,0,0,0,1,1,1,1,70.6,70.6,0,0,27.12,97.72,3,Churned,Yes,1,85,4063,Competitor,Competitor made better offer,Group 4,Group 2,5376
9095-HFAFX,Female,61,0,0,0,2,0,0,5,Q3,9,1,20.2,0,1,2,23,0,0,0,0,1,0,0,0,1,1,2,81,389.6,0,10,101,500.6,2,Churned,Yes,1,96,3718,Competitor,Competitor made better offer,Group 4,Group 2,9095
2379-ENZGV,Male,61,0,0,0,2,0,0,6,Q3,8,1,39.32,0,1,2,12,0,1,0,0,1,0,0,1,1,1,1,84.85,523.5,0,0,235.92,759.42,2,Churned,Yes,1,72,3420,Competitor,Competitor made better offer,Group 3,Group 1,2379
2722-VOJQL,Male,30,0,0,0,2,0,0,64,Q3,9,1,24.23,1,1,2,73,0,1,0,1,1,1,1,1,2,1,2,105.65,6903.1,0,0,1550.72,8453.82,1,Churned,Yes,1,91,4870,Other,Don't know,Group 4,Group 3,2722
5228-EXCET,Male,40,0,0,0,2,0,0,13,Q3,9,1,12.54,0,1,2,20,0,0,0,0,0,1,1,1,1,1,1,80.85,1008.7,0,0,163.02,1171.72,1,Churned,Yes,1,85,5964,Competitor,Competitor made better offer,Group 4,Group 4,5228
7394-FKDNK,Female,62,1,0,0,2,1,3,9,Q3,9,1,26.51,0,1,2,18,0,0,0,0,1,1,1,1,1,0,1,89.45,853.1,0,0,238.59,1091.69,2,Churned,Yes,1,91,4971,Competitor,Competitor made better offer,Group 4,Group 3,7394
6331-LWDTQ,Male,49,0,0,0,2,0,0,10,Q3,9,1,33.75,1,1,1,11,0,0,0,0,1,1,1,0,1,1,2,72.15,794.25,0,80,337.5,1211.75,2,Churned,Yes,1,91,2457,Dissatisfaction,Limited range of services,Group 4,Group 1,6331
1597-FZREH,Female,39,0,0,0,2,0,0,2,Q3,9,1,41.64,0,1,1,25,0,0,1,1,1,1,1,1,1,0,1,76.4,160.8,0,0,83.28,244.08,2,Churned,Yes,1,91,3005,Price,Lack of affordable download/upload speed,Group 4,Group 1,1597
0727-IWKVK,Male,35,1,0,0,2,0,0,9,Q3,9,1,19.18,0,1,2,27,0,1,1,0,0,0,0,1,1,1,1,79.9,741.7,0,0,172.62,914.32,2,Churned,Yes,1,91,4748,Price,Extra data charges,Group 4,Group 3,727
3512-IZIKN,Female,57,1,0,0,2,1,1,70,Q3,9,1,42.67,1,1,1,24,1,0,1,1,0,0,0,1,3,0,2,65.3,4759.75,0,0,2986.9,7746.65,1,Churned,Yes,1,85,5591,Dissatisfaction,Product dissatisfaction,Group 4,Group 4,3512
6141-OOXUQ,Male,43,0,0,0,2,0,0,1,Q3,9,1,17.25,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,19.65,19.65,0,0,17.25,36.9,2,Churned,Yes,1,69,5717,Dissatisfaction,Service dissatisfaction,Group 3,Group 4,6141
7503-ZGUZJ,Male,25,0,0,0,1,0,0,1,Q3,9,1,22.3,1,1,2,51,0,0,0,0,1,0,0,0,1,1,3,84.65,84.65,0,40,22.3,146.95,1,Churned,Yes,1,79,4261,Dissatisfaction,Lack of self-service on Website,Group 4,Group 2,7503
8718-PTMEZ,Female,46,0,0,0,2,0,0,13,Q3,8,0,0,0,1,3,16,0,1,0,0,0,0,0,1,1,1,1,31.05,347.25,0,0,0,347.25,2,Churned,Yes,1,90,5131,Other,Don't know,Group 4,Group 3,8718
2207-OBZNX,Male,56,0,0,0,2,0,0,7,Q3,9,1,34.49,0,1,3,22,1,0,0,0,0,0,0,1,1,1,3,51,354.05,0,0,241.43,595.48,1,Churned,Yes,1,90,3736,Attitude,Attitude of service provider,Group 4,Group 2,2207
6142-VSJQO,Female,27,1,1,3,1,0,0,1,Q3,7,1,40.42,0,1,3,59,0,0,0,0,0,0,0,1,1,1,1,44.35,44.35,0,0,40.42,84.77,2,Churned,Yes,1,90,4599,Attitude,Attitude of support person,Group 4,Group 3,6142
6437-UKHMV,Female,31,0,0,0,2,0,0,7,Q3,8,1,28.92,0,1,2,16,0,0,0,0,1,0,0,1,1,1,1,79.7,586.05,0,0,202.44,788.49,2,Churned,Yes,1,91,3109,Attitude,Attitude of support person,Group 4,Group 1,6437
1114-CENIM,Male,43,0,1,2,2,0,0,54,Q3,8,1,6.7,1,1,3,16,0,1,0,0,0,0,0,1,1,1,2,55,3092.65,0,0,361.8,3454.45,1,Churned,Yes,1,84,5282,Other,Don't know,Group 4,Group 3,1114
6289-CPNLD,Male,33,1,0,0,2,1,3,33,Q3,8,1,33.32,0,1,1,4,0,0,1,1,1,1,1,1,2,1,3,73.9,2405.05,0,0,1099.56,3504.61,1,Churned,Yes,1,73,5374,Competitor,Competitor had better devices,Group 3,Group 3,6289
5536-SLHPM,Female,38,1,0,0,2,1,5,55,Q3,7,1,19.41,1,1,2,4,0,0,1,0,0,0,0,1,1,1,1,77.75,4458.15,0,0,1067.55,5525.7,2,Churned,Yes,1,79,4398,Competitor,Competitor made better offer,Group 4,Group 2,5536
8837-VVWLQ,Female,35,0,0,0,2,0,0,8,Q3,7,1,32.31,0,1,2,6,1,0,0,0,1,0,0,1,1,0,1,84.95,668.4,0,0,258.48,926.88,1,Churned,Yes,1,81,4437,Other,Moved,Group 4,Group 2,8837
2696-NARTR,Male,40,0,0,0,2,0,0,11,Q3,9,1,44.94,0,1,2,25,0,0,0,1,0,0,0,1,1,1,1,73.85,926.25,0,0,494.34,1420.59,2,Churned,Yes,1,66,3634,Other,Moved,Group 3,Group 2,2696
7614-QVWQL,Male,57,1,0,0,2,1,2,49,Q3,8,0,0,0,1,1,5,0,1,0,0,1,1,1,0,2,1,1,51.8,2541.25,0,50,0,2591.25,2,Churned,Yes,1,67,5375,Other,Moved,Group 3,Group 3,7614
1809-DMJHQ,Female,56,0,1,1,2,0,0,5,Q3,7,1,23.89,0,1,1,14,0,0,0,0,0,0,0,1,1,0,3,46,221.7,0,0,119.45,341.15,1,Churned,Yes,1,85,4846,Competitor,Competitor had better devices,Group 4,Group 3,1809
6923-EFPNL,Male,39,0,0,0,2,0,0,4,Q3,9,1,9.98,1,1,1,13,0,0,0,0,0,0,0,1,1,0,2,51.75,201.1,0,0,39.92,241.02,1,Churned,Yes,1,83,3865,Competitor,Competitor had better devices,Group 4,Group 2,6923
9574-RKJIF,Male,52,1,0,0,2,1,1,30,Q3,7,1,28.85,1,1,2,6,1,1,0,0,1,0,0,0,1,1,1,94.4,2838.7,0,80,865.5,3784.2,1,Churned,Yes,1,71,2792,Competitor,Competitor offered higher download speeds,Group 3,Group 1,9574
2619-WFQWU,Female,34,0,0,0,2,0,0,1,Q3,9,1,2.24,0,1,2,6,0,0,0,0,0,0,0,1,1,1,3,70.15,70.15,0,0,2.24,72.39,3,Churned,Yes,1,96,3208,Competitor,Competitor offered higher download speeds,Group 4,Group 1,2619
0778-NELLA,Male,43,0,0,0,2,0,0,9,Q3,7,0,0,0,1,1,9,0,0,0,0,1,0,0,1,1,1,2,34.7,296.1,0,0,0,296.1,1,Churned,Yes,1,95,5352,Competitor,Competitor offered higher download speeds,Group 4,Group 3,778
4614-NUVZD,Female,53,0,0,0,2,0,0,1,Q3,9,1,22.86,0,1,2,24,0,0,0,0,0,1,1,1,1,1,1,81.1,81.1,0,0,22.86,103.96,3,Churned,Yes,1,85,2075,Competitor,Competitor offered more data,Group 4,Group 1,4614
3803-KMQFW,Female,25,1,1,2,1,1,1,1,Q3,9,1,37.92,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,20.55,20.55,0,0,37.92,58.47,3,Churned,Yes,1,78,3797,Attitude,Attitude of support person,Group 4,Group 2,3803
6804-GDMOI,Female,39,0,0,0,2,0,0,61,Q3,8,1,41.23,1,1,2,28,0,0,1,1,1,1,1,1,3,1,1,106.6,6428.4,0,0,2515.03,8943.43,3,Churned,Yes,1,68,4183,Competitor,Competitor offered more data,Group 3,Group 2,6804
9572-MTILT,Male,47,1,0,0,2,1,7,59,Q3,8,1,49.31,1,1,2,21,1,1,1,1,1,0,0,0,1,1,1,106.75,6252.9,0,40,2909.29,9202.19,1,Churned,Yes,1,81,4508,Competitor,Competitor made better offer,Group 4,Group 2,9572
9611-CTWIH,Female,56,0,0,0,2,0,0,3,Q3,7,1,16.15,0,1,2,13,0,0,0,0,1,1,1,1,1,1,1,89.45,240.45,0,0,48.45,288.9,3,Churned,Yes,1,84,3591,Competitor,Competitor made better offer,Group 4,Group 2,9611
0329-GTIAJ,Female,40,0,0,0,2,0,0,3,Q3,7,1,30.18,0,1,2,7,0,1,0,1,1,1,1,1,1,1,1,97.9,315.3,0,0,90.54,405.84,3,Churned,Yes,1,86,4330,Price,Price too high,Group 4,Group 2,329
6629-CZTTH,Male,62,0,0,0,2,0,0,1,Q3,7,1,48.22,0,1,3,22,0,0,0,0,0,1,1,1,1,1,2,55.7,55.7,0,0,48.22,103.92,1,Churned,Yes,1,79,4629,Dissatisfaction,Product dissatisfaction,Group 4,Group 3,6629
5364-EVNIB,Male,61,0,0,0,2,0,0,13,Q3,9,1,30.88,0,1,2,3,0,1,1,0,0,0,0,1,1,1,1,79.8,973.45,0,0,401.44,1374.89,2,Churned,Yes,1,75,5067,Dissatisfaction,Service dissatisfaction,Group 3,Group 3,5364
5087-SUURX,Female,46,1,0,0,2,1,1,18,Q3,8,0,0,0,1,3,30,0,0,1,0,1,0,0,1,1,1,1,39.05,669.85,0,0,0,669.85,3,Churned,Yes,1,66,2601,Dissatisfaction,Lack of self-service on Website,Group 3,Group 1,5087
4929-BSTRX,Female,61,0,0,0,2,0,0,1,Q3,7,1,1.59,0,1,3,14,0,0,0,0,1,0,0,1,1,1,2,53.55,53.55,0,0,1.59,55.14,1,Churned,Yes,1,79,2326,Price,Lack of affordable download/upload speed,Group 4,Group 1,4929
2225-ZRGSG,Female,38,1,0,0,2,1,1,70,Q3,7,1,5.48,1,1,2,14,1,1,1,1,0,0,0,1,3,0,1,93.9,6579.05,0,0,383.6,6962.65,1,Churned,Yes,1,95,6173,Price,Long distance charges,Group 4,Group 4,2225
5271-YNWVR,Male,48,1,0,0,2,1,1,68,Q3,9,1,23.67,1,1,2,22,1,1,1,1,1,1,1,1,3,1,1,113.15,7856,0,0,1609.56,9465.56,1,Churned,Yes,1,90,4610,Price,Extra data charges,Group 4,Group 3,5271
6330-JKLPC,Male,42,1,0,0,2,1,3,11,Q3,8,1,11.5,1,1,2,27,0,1,0,0,0,0,0,1,1,1,1,80.5,896.9,0,0,126.5,1023.4,1,Churned,Yes,1,75,5119,Dissatisfaction,Product dissatisfaction,Group 3,Group 3,6330
4667-OHGKG,Male,61,0,0,0,2,0,0,1,Q3,9,1,49.2,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,19.3,19.3,0,0,49.2,68.5,3,Churned,Yes,1,91,4266,Dissatisfaction,Service dissatisfaction,Group 4,Group 2,4667
1660-HSOOQ,Male,60,0,0,0,2,0,0,1,Q3,8,1,4.18,0,1,1,8,0,0,1,0,0,0,0,0,1,1,2,49.65,49.65,0,40,4.18,93.83,3,Churned,Yes,1,90,5338,Dissatisfaction,Lack of self-service on Website,Group 4,Group 3,1660
7253-UVNDW,Female,52,0,0,0,2,0,0,46,Q3,8,1,45.2,0,1,1,17,0,0,1,1,0,0,0,1,3,0,2,54.35,2460.15,0,0,2079.2,4539.35,3,Churned,Yes,1,83,2793,Dissatisfaction,Network reliability,Group 4,Group 1,7253
7228-OMTPN,Male,32,0,0,0,2,0,0,4,Q3,8,1,49.14,0,1,2,15,0,0,0,0,1,1,1,1,1,1,1,88.45,370.65,0,0,196.56,567.21,3,Churned,Yes,1,91,2456,Other,Don't know,Group 4,Group 1,7228
2344-JMOGN,Male,54,1,0,0,2,1,1,9,Q3,7,1,17.47,0,1,2,6,0,1,1,1,1,0,0,1,1,1,2,94.85,890.6,0,0,157.23,1047.83,2,Churned,Yes,1,72,3016,Other,Don't know,Group 3,Group 1,2344
3799-ISUZQ,Male,49,1,0,0,2,1,9,7,Q3,8,1,35.42,0,1,2,3,0,0,0,0,0,0,0,1,1,1,1,69.95,529.5,0,0,247.94,777.44,2,Churned,Yes,1,90,3296,Dissatisfaction,Poor expertise of online support,Group 4,Group 1,3799
1794-HBQTJ,Female,22,0,0,0,1,0,0,1,Q3,9,1,6.54,0,1,3,52,1,0,0,0,0,0,0,1,1,1,2,48.6,48.6,0,0,6.54,55.14,1,Churned,Yes,1,83,4207,Dissatisfaction,Poor expertise of phone support,Group 4,Group 2,1794
4818-DRBQT,Male,29,1,0,0,1,1,1,29,Q3,9,1,26.03,1,1,2,47,0,1,0,0,0,0,0,1,1,1,1,80.15,2265.25,0,0,754.87,3020.12,3,Churned,Yes,1,83,5189,Attitude,Attitude of support person,Group 4,Group 3,4818
